2.951592513819996810e+01,-4.528018711345324299e+00
1.080932405996655810e+01,-7.451752321958403869e+00
1.768183847277359177e+01,-1.475975516422618661e+01
1.509089163808432588e+01,-1.235233387999979549e+01
2.517932902906049719e+01,-8.483993687270571016e+00
1.578772621492966621e+01,-1.249357497137519957e+01
8.464708745217244257e+00,-5.016043437487700984e+00
9.889951653028859369e+00,-6.461813736426005761e+00
8.679020669803259480e+00,-5.063876914733158152e+00
1.144655063745320867e+01,-7.757021886808814770e+00
6.704104328744506347e+00,-3.111680723614028032e+00
2.159814016074498966e+01,-1.035799110252191113e+01
1.393050523700155985e+01,-1.069643862928556111e+01
1.416935273187182531e+01,-1.091281672984342421e+01
2.000316159139978467e+01,-1.211452137658957540e+01
1.110300930561577815e+01,-7.477790453814685989e+00
9.414470563284583093e+00,-5.530319504545561315e+00
2.840819161626306055e+01,-5.141555837326324152e+00
2.843981514248689280e+01,-4.844764442660086878e+00
4.602460121076152433e+00,-7.996881253270018419e-01
1.565382712175237145e+01,-1.299626920518354645e+01
2.954870969130527669e+01,-4.369920759588881154e+00
1.441734584037863875e+01,-1.165867752859507078e+01
1.915244229441565338e+01,-1.225130410269083647e+01
2.022431611882741720e+01,-1.207617794603824990e+01
1.960105165310826081e+01,-1.256107194826741313e+01
1.300556599097134836e+01,-9.688794080976835588e+00
1.195244047913742946e+01,-8.536033384218500331e+00
2.903925192631538721e+01,-4.679683999990119858e+00
2.619327825744585425e+01,-7.537130539039488930e+00
1.250098272164945357e+01,-9.353211743709112014e+00
9.814274455316409629e+00,-6.442820532995501281e+00
2.570660292471946917e+01,-7.956747006413376511e+00
2.819827503110804656e+01,-5.671080021263867010e+00
2.135334788193587130e+01,-1.189230597990533767e+01
1.577196109257010193e+01,-1.274092352086674751e+01
2.147095884383804076e+01,-1.066475526582381406e+01
3.820475757366180503e+00,8.985317997066211149e-02
1.343135624510175319e+01,-1.029411447563293791e+01
2.250965110700619221e+01,-1.061811306493700435e+01
6.084534917572813839e+00,-2.401809729546954486e+00
1.288492543968626336e+01,-9.549455769227161994e+00
1.495374335412387268e+01,-1.183813977115057448e+01
8.284184868375261246e+00,-4.701163471152106865e+00
1.818211270562437676e+01,-1.332976399683037272e+01
2.453029124259488825e+01,-8.998786841250968394e+00
4.310791955892462113e+00,-5.373751042096301944e-01
6.309875151529327653e+00,-2.664916811842276800e+00
1.567545345720282235e+01,-1.239481694302986270e+01
2.865339569189597313e+01,-5.238228705859787837e+00
2.884014939768183439e+01,-4.828823902977354088e+00
1.713260635659602116e+01,-1.371466540072999862e+01
2.964647593655478630e+01,-4.406724159481991698e+00
7.180812504424524789e+00,-3.588416318752837952e+00
4.730713202909242909e+00,-6.874563989374546935e-01
1.991246652477998680e+01,-1.364734927108139395e+01
4.568725703157433315e+00,-7.492036913257233977e-01
2.951597622394474740e+01,-4.527975838772751338e+00
1.865012424740717023e+01,-1.383572513432050499e+01
6.638026198409619383e+00,-2.860460797885500561e+00
1.758386299775227002e+01,-1.406372210265803524e+01
1.848722005661092282e+01,-1.518998288579024880e+01
1.436241850604805670e+01,-1.076154327402170807e+01
2.415113295303027741e+01,-9.579127139981451933e+00
1.953860501177869935e+01,-1.138180482571026175e+01
2.057065866236042950e+01,-1.167956971563707746e+01
2.785612471648004629e+01,-5.792543416080827789e+00
1.919743008385374594e+00,2.096487684839416943e+00
1.022078196904961622e+01,-6.784446528486848038e+00
1.897402623174674829e+01,-1.192987067449855765e+01
1.125958351002172009e+01,-7.823342038122881981e+00
2.310300730314617823e+01,-1.027250599696754563e+01
1.186159157995441760e+01,-8.457029196813085292e+00
1.766806638734387391e+01,-1.322611804115925693e+01
