2.886462030341360574e+01,-4.527117740687025105e+00
1.103373125957065604e+01,-7.703436188067442458e+00
1.455302884835524502e+01,-1.217920036904311765e+01
1.572909354993692332e+01,-1.272946256211982785e+01
2.593923243668429990e+01,-8.267908740531478173e+00
1.678601710517184031e+01,-1.373628982689251288e+01
8.578413758596953542e+00,-4.897585714094996767e+00
8.405528226881951781e+00,-4.911813931075021067e+00
8.180249189093160567e+00,-4.852759206185710994e+00
1.154929008635784271e+01,-8.813891354566662173e+00
6.226874371170293188e+00,-2.679000271685068046e+00
1.553584922623196363e+01,-1.049481264675951664e+01
1.210102891150792459e+01,-9.171555189351765947e+00
1.384255512042572001e+01,-1.069459918537815035e+01
1.452450122770008889e+01,-1.086339348432579399e+01
1.031065752161521409e+01,-7.316651690131360297e+00
8.468926450070480172e+00,-6.243672287600252169e+00
2.545565925351931824e+01,-3.491654804839518178e+00
2.484879742258962665e+01,-3.856039070492288445e+00
5.171552810718472060e+00,-1.296927521682986972e+00
1.549586457341888313e+01,-1.279456862763404956e+01
2.828756210089916934e+01,-4.557933097293546787e+00
1.551613957859164827e+01,-1.258374352795424755e+01
1.598727011465615178e+01,-9.406950308342690192e+00
1.650017305446185034e+01,-1.189269225571196742e+01
1.701031107183951363e+01,-1.292587680527845251e+01
1.345516971964975816e+01,-1.014411451237023165e+01
1.016405446417096492e+01,-6.797469951900295015e+00
2.655137246731502287e+01,-3.781338147718902309e+00
2.606094367311770910e+01,-7.861613933281847544e+00
1.102275509449127178e+01,-7.975614939924318136e+00
8.030412350229486407e+00,-4.883027697036508741e+00
2.373073403408623605e+01,-8.667090896368749853e+00
2.591668928675473893e+01,-5.797427167164599382e+00
1.983638220467881652e+01,-1.186967413398016902e+01
1.542098708603878698e+01,-1.230678257905003825e+01
1.853835924265818846e+01,-9.533736963763843164e+00
3.451692025315775680e+00,2.898243377052754921e-01
1.439452935984494886e+01,-1.132599373861632053e+01
1.924953629404280164e+01,-1.167456278193546382e+01
5.468354550047210161e+00,-2.041806501395919682e+00
1.374855341261383046e+01,-1.060633317546623466e+01
1.554245052657245374e+01,-1.240393251818967535e+01
7.585896470388417967e+00,-4.265710819343432547e+00
1.410541875539477630e+01,-1.102760173593317639e+01
2.330176373291716629e+01,-8.841711468668629337e+00
5.479850924635671916e+00,-2.046333294896368393e+00
4.931925207936008526e+00,-1.183910563326780352e+00
1.524420056449283578e+01,-1.285187130251398280e+01
2.747627785865706684e+01,-6.590823040149570211e+00
2.540965240546625381e+01,-5.104879151534453818e+00
1.614507426198602147e+01,-1.364558778277090134e+01
2.796544262480083276e+01,-4.709041468381808926e+00
7.935815352467439965e+00,-4.482671915194936574e+00
3.995148004869641056e+00,-8.198243170264827295e-01
2.039628466983437960e+01,-1.382829100652450016e+01
5.278278173707328769e+00,-1.476941430536608424e+00
2.886465034313322420e+01,-4.527144764406036082e+00
1.367330196582317470e+01,-1.055250476130983550e+01
5.238693221881639772e+00,-1.410005620401037385e+00
1.586271759125976821e+01,-1.367846926153313980e+01
1.549306405426958655e+01,-1.243916589423395358e+01
1.113186738791396024e+01,-8.632233312486082610e+00
2.441910496058358859e+01,-9.357317681511208463e+00
1.340824285762490398e+01,-1.014828295247727041e+01
1.658791674021870222e+01,-9.735201034167799250e+00
2.531555449960095316e+01,-6.789044074985613797e+00
4.639675003999589542e+00,-1.114425462323610727e+00
8.874273423708467945e+00,-5.677149551911364611e+00
1.585696500311377832e+01,-1.228058606564596822e+01
9.383302524771799824e+00,-6.300336645714688544e+00
2.036815523340146683e+01,-1.027475225427135719e+01
1.322915698664452755e+01,-1.017801118856030484e+01
1.242579879718456048e+01,-1.027992212958353768e+01
2.555274035527236620e+01,-3.918004357611327038e+00
1.105635839061388381e+01,-8.445447600952217471e+00
2.463246845264574247e+01,-9.195108519832112748e+00
1.191990880309392509e+01,-8.797725062719282008e+00
7.363526323061313050e+00,-4.049983072738282175e+00
2.542052173764379219e+01,-3.791041100731118441e+00
1.589782724744807929e+01,-1.075361088582161884e+01
1.408274655220420790e+01,-1.090855358982006962e+01
1.139018952023702091e+01,-8.286665079459194061e+00
1.890261787353470169e+01,-1.499910507416707439e+01
2.327800865371865058e+01,-1.022745489203899361e+01
7.334957436702260303e+00,-3.906899962630822731e+00
1.602788225370937880e+01,-1.335894100369415938e+01
2.556910251504341147e+01,-3.207455380573121850e+00
2.840889456527479240e+01,-4.194943175196132579e+00
1.701457559728667235e+01,-9.594460799569114684e+00
5.719336768233159063e+00,-2.007800834915212107e+00
1.747196898747396787e+01,-1.423135386184424434e+01
5.454240142037745542e+00,-1.768020174646532494e+00
1.055811760042177383e+01,-7.370331314862990979e+00
2.536139731008179865e+01,-9.663592460824929731e+00
1.603986234014323742e+01,-1.287860318970830953e+01
1.004426142854366155e+01,-7.067630269604388005e+00
9.694647275314641988e+00,-6.282291768731303350e+00
2.903275384305179685e+01,-3.856267290363022848e+00
2.751497210510049030e+01,-7.145987561819916678e+00
1.286984584482323513e+01,-9.820938248442283580e+00
